Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Cote d'Ivoire,CIV,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,71764506.42,85806154.07,90223100.08,111875509.1,147957836,146494170.3,183166222.7,204470757.7,208834296.5,210031847,269172016.7,311959277.2,365039321.3,445064255.1,493966318.5,663515805.2,762919537.2,949610460.9,1301982520,1559784797,2008713029,1567455585,1610894485,1468879339,1337423196,1377812156,1949109225,2256088325,2322881027,2125524741,2835768826,2581025397,2726009160,2513340426,1749157863,2284510377,2478631565,2772290406,2872739895,2711283807,2310378161,2383501500,2617980931,3232887259,3650269624,3899792102,4192658046,4740574921,5932625015,6105152357,5581626975,6150746846,6437289591,8115691540,9693162429,9218692760,10078841389,10401940561,11184629788,13068090256,13048154289,16089824066,16343840398,19307009623,20945370758,
Cameroon,CMR,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,165264980.6,175839607.8,188210665.7,203987041.5,213878621.5,214541747.4,237873441.3,282508735,353987434.2,385534760,521200547.4,549486203.2,624390247.2,744053375.8,1221784456,1566644668,1825331601,1999657568,2275721073,2532974328,2932411634,3851923911,3791315580,3465369014,3189663023,3541038258,3419625616,3031072237,4713613854,2679880836,3138228420,3308828696,3065013653,3111985619,3176039956,3009647186,2868096926,3411712846,4539305131,5210509725,5456074788,6002271798,6490580257,7649392255,7405380482,7109179535,7895656201,8028746801,9019689639,9354181153,8082026755,8177031870,8758299977,9861921773,9451588213,9393365984,11024573167,12031556364,12267509219,12383537936,
"Congo, Dem. Rep.",COD,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923810647,951710010,1867294744,1294303238,1271270835,881686236.4,4276811594,2232666667,2846941009,2579197597,3272789809,3998040850,4535949732,6314202655,7487818821,6685859468,7031757075,10197071865,11763292796,13950057141,15962445670,16287849693,14920936919,14749777785,17831823150,16148367935,16417690363,25016732744,29547377822,27588920549,28291973628,
"Congo, Rep.",COG,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,22431120.27,27317940.2,29794237.22,30610205.28,33057559.85,37541687.49,43552865.81,47154291.75,48472178.35,51546277.94,65845851.81,70454131.39,87292017.39,119790470,148729978.1,248701781.4,283740781.9,242185264.6,259244320.1,436250953.4,795155025.8,1014604666,1135705716,1139435056,1241313023,1165019250,603711913.6,822325903.9,661904276.8,907543776.2,1137495606,981897256.5,1041588742,947512206.4,804784259.2,949416997.7,1317167040,1320781999,897869999.6,1442791961,2329036076,1831518604,1921254991,2143310083,3067292518,4103743348,5055619161,5012325521,7449149539,5415678543,8701499453,10312810970,11555279136,11132486709,10393459880,6053127859,4202817079,5439974649,8035818639,7006302850,3893821220,6359287518,7789183867,6928738204,6307103212,
Colombia,COL,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,1577238095,1418074074,1630625849,1634513280,1774883528,1989622754,2168682556,2493654735,3148521320,3711730240,3827176461,4730278138,5900060368,6970737946,8249001723,10550908133,11136151751,12034382032,12200133152,12723862425,12074762651,12640079728,12639045006,14207972436,14607826557,15069386374,15554433299,17350561682,20046257025,23787714434,27038882390,27709093467,28881976653,25981558913,23029620368,27271660534,26732978925,26963515315,27355973791,34806765418,44187066791,50015801677,63063003636,77919229570,72639562982,89878475353,1.12E+11,1.24E+11,1.25E+11,1.18E+11,83907848232,78282827456,83626662575,89884170640,83967008909,63367593048,78214717561,90289583821,90446849308,96582736123,
Comoros,COM,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,29709306.69,25996137.85,24676468.1,23947844.34,23082511.82,23429260.71,31510072.11,38241936.38,41065079.89,40118784.76,49016741.61,48897597.24,53288116.11,52212165.21,38425594.39,47943861.45,47909642.61,44285778.42,44423383.15,45397243.37,41440817.53,45498821.98,52164913.41,66747598.6,76006107.85,79998350.06,84041119.23,98744958.46,111121065.9,109304810,106917446.1,119673660.5,114004713.4,130020466.4,133477762.6,100548303.8,99810056.7,98449442.63,104615758.4,101341070.9,98591317.29,119326134.8,117832912.2,126418207.7,137717886.5,
Cabo Verde,CPV,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,24125127.63,24200473.53,22232696.83,23924866.72,23240697.58,24768762.53,33973064.07,44002116.14,51020353.14,55516348.1,92268413.63,96991960.28,115654356.2,110480936.8,124247750.1,137834567.3,145226656.4,128575542.6,137669065.2,138489501.7,117266784.8,107911063.5,118228459.5,150664604.4,168506342,186778105.4,211460623.2,231137477.6,303378873.1,295807826,272644469.7,298220940.4,267961611.3,295780288.3,315594505.9,255757282.3,234310110.4,249968156.7,322577170.5,299206177.4,267526651.5,256873193.7,248943789.2,274938534.8,290730792.8,
Costa Rica,CRI,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,102194702.2,99862743.13,97848152.66,109321664.3,117862889.3,136588679.2,147954717,161449056.6,185630188.7,204271698.1,237313207.5,272735518.7,323255463.5,408214049.6,459571248.4,536744457.4,662205367.6,803827304.6,918413068.8,1067666278,1302928821,698486762.1,670925853.9,900412460,1078080115,1131376238,1220652330,1249896447,1256531205,1412635927,1467675333,1974874220,2392074816,2616733627,2791208541,3076449631,3034740744,3285033474,3555932172,3668201540,3820216690,4028648308,4073349585,4176179993,4591059167,4863770562,5388096166,6423775208,7254920726,7232233868,8783106131,9660019132,10487731174,10875192793,10723913734,11270254154,11563445993,11688395474,12208225295,12389873751,12708645110,13385672261,14296342394,17696833401,18790634042,
Caribbean small states,CSS,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,555441622.3,625132443.9,656633131.2,667959816.8,682369877.8,744026441.1,844315668.8,1057335671,1901994774,2167950500,2249644144,2758538170,3011823318,3872920538,5293616216,5476162937,5335788871,5055419907,5291839534,4863670003,3251649447,3416438865,3446262363,3378143297,3783003186,3793682682,3688104704,3292589750,3872979755,4047476512,4387415962,4644654172,4635514457,5108495363,6493096452,6391539128,6536287898,8579515688,10140429547,12915795294,15725119869,17581000497,23126931074,15218482744,17388209348,20209694925,18818609273,18869630275,18922746139,15480090803,14042537880,15049174932,15598844869,15171045897,12995360091,18352601554,28381020537,25842892675,33557143457,
Cuba,CUB,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,964146100,1171202400,1377926863,1691435103,1931205366,2206259756,2337286114,2406211928,3019556234,3312409589,3376296806,3429644819,3536654941,3739036787,4056486739,3934218364,4202212023,4077017805,4569085752,4608101628,4972161569,4138048997,3713363649,3644444189,4811917568,5465476446,6676000000,6995700000,6670600000,7202700000,7804900000,7877000000,7961400000,8079900000,8419800000,9179866100,10843888889,12223796296,12604074074,12993518519,13636111111,15356000000,17091000000,17860000000,17867000000,19477500000,20962931100,23589549700,24890354400,25391000000,24711000000,,,,,
Curacao,CUW,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313621955.3,374368938.5,356614748.6,340957821.2,336186312.8,361304860.3,395478882.7,425284413.4,431085698.3,486179162,443283687.2,399625377,415359388.2,465317949.3,500474605.8,504808612.9,518848162.8,467448952.1,439064956.6,401707033.1,303731403.5,313321086.8,344083786,383523263.5,433975370.4,
Cayman Islands,CYM,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412829244.7,431031653.1,416611971.5,338407855.3,293693610.2,285210736.7,294274775.4,305055165.3,314662677.9,329856041.1,357590767.3,371652937.3,410029033.3,457998596.1,460058614.6,507147210.1,538177766.8,568021144.5,,
Cyprus,CYP,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,123335944.1,166149954.6,227705557.3,319374692.3,428066011.2,724809618.6,676529846.6,666375585.7,649990767.5,661295214.4,692459117.1,852756271.2,1018709379,1176726851,1212803669,1449576569,1542918939,1766742894,1626491991,1724670476,1992485123,2016563363,1876555302,1971501131,1940871629,1766100848,1808590164,2047668269,2620400906,3129382500,3297946773,3579003889,4361617848,4983253259,4155857107,3735603049,3523015977,2945073991,2575496218,2316292206,2028943876,2280703017,2603800697,3096256021,3350294870,3277053498,3486915342,3238886128,3975336274,4190903679,
Czechia,CZE,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14234567935,16643544728,21261228335,24331926086,22171263084,23224446427,22011617278,20707854543,22989296897,27311002914,32350455528,40192375038,46027073055,53552815592,64894376087,79517212697,68283900750,69226447449,77101402866,68603396756,68966774113,70709285800,63379561970,65444781249,71419926136,78734862459,79137023188,74511390442,82974959445,88190777925,1.04E+11,1.01E+11,
Germany,DEU,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24E+11,6.91E+11,6.29E+11,6.60E+11,7.60E+11,7.11E+11,6.23E+11,6.27E+11,6.04E+11,5.36E+11,5.23E+11,5.42E+11,6.49E+11,7.37E+11,7.43E+11,8.00E+11,9.22E+11,9.92E+11,8.29E+11,9.03E+11,1.00E+12,9.55E+11,9.85E+11,1.03E+12,8.86E+11,9.26E+11,9.78E+11,1.05E+12,1.01E+12,9.95E+11,1.10E+12,1.07E+12,1.22E+12,1.20E+12,
Djibouti,DJI,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232791847.9,257881736,276263068,295368244,342729278.5,407640768.4,451291907,457336409.9,522693579.8,535522176.3,562638531.2,660768060,
Dominica,DMA,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,4727793.704,5782150.37,5594194.815,9983485.926,10980823.7,12210726.67,12255715.93,13107524.81,13473061.48,13797090.74,15628936.3,19765772.96,22953968.15,25148148.15,27785185.19,32533333.33,34574074.07,36266666.67,39581481.48,41977777.78,44133333.33,48092592.59,49955555.56,52888888.89,78277777.78,82288888.89,65840740.74,66755555.56,62937037.04,68618518.52,71840740.74,70077777.78,67877777.78,70403703.7,78666666.67,78166666.67,73329629.63,77488888.89,69640740.74,76655555.56,65618518.52,103203703.7,105966666.7,64233333.33,73407407.41,78548148.15,84062962.96,95588888.89,
Denmark,DNK,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,3406064559,3674978307,3730659467,4150114667,4503631467,5004844539,6018425309,7746690636,8542655827,10017302565,10538781969,11625109108,13686736119,15504408858,16247197253,13492150097,13218495151,13340060142,13251787652,14194318825,19840163639,24840608014,26078000743,25509159257,31287923117,31132843117,34347977999,30964455343,33723583310,40872759353,41819214824,38949730638,39522476421,40299927181,38845178582,37753985317,40504653755,48422958089,55782425932,58629624639,64287653528,70633604717,80257288794,64026868436,62431686633,68332610646,64870424501,68010725071,68465218561,59037451909,63160516045,67726904929,73103614422,71291624095,69543839825,78757342122,82699052730,95560861706,1.02E+11,
Dominican Republic,DOM,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,187418072,237280713,271645506,267602589,314866212,373777285,432784619,528563243,633197781,801556388,1095919236,1192082900,1302781909,1331467271,1589155087,1805836177,1932899277,2192801168,2409385997,2818490578,876746656.5,1394680847,1160950154,1315947109,2052883294,2138837930,3303246991,3754582784,4213479384,4749646986,5353442370,6118945649,6427987399,7133691162,7340151878,7697743905,7612132027,8436517103,6823822806,7101408711,10829637813,11784362587,13430105245,14127100583,13192180066,14673158962,15960836724,16571501406,17542301137,19022687955,19114592965,19552752338,20387483580,22880279032,24387205049,22640542300,29279430022,34980236256,35304137570,35699314995,
Algeria,DZA,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21518170604,29220250835,24249336149,24462933238,30892018506,41344118700,51924927768,62639282983,71771002303,93107235982,63152623857,80435637988,98220961527,98114865840,91292201934,92139669562,61416426559,58215291061,63565848624,68761894287,64952768312,49500902373,67641932293,97117704341,93089605184,97483028422,
East Asia & Pacific (excluding high income),EAP,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,39108118327,25932716331,23164872987,26189305049,32234499353,37487775261,43731776242,38683182632,35687661204,44472238074,55866045874,62645321135,72713028477,90039679816,96953664592,1.15E+11,1.12E+11,1.32E+11,1.24E+11,1.48E+11,1.66E+11,1.67E+11,1.70E+11,1.86E+11,1.97E+11,2.12E+11,2.06E+11,2.03E+11,2.28E+11,2.49E+11,2.65E+11,2.91E+11,3.31E+11,3.73E+11,4.52E+11,5.69E+11,6.64E+11,6.96E+11,6.27E+11,6.84E+11,7.59E+11,8.09E+11,8.91E+11,1.02E+12,1.20E+12,1.42E+12,1.72E+12,2.16E+12,2.74E+12,2.91E+12,3.54E+12,4.34E+12,4.75E+12,5.11E+12,5.40E+12,5.35E+12,5.31E+12,5.85E+12,6.53E+12,6.57E+12,6.53E+12,8.05E+12,8.18E+12,7.96E+12,8.10E+12,
Early-demographic dividend,EAR,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,71663577569,71804382446,71989604264,78634862861,89279995161,93992444801,1.06E+11,1.18E+11,1.59E+11,2.59E+11,2.62E+11,2.99E+11,3.30E+11,3.56E+11,4.37E+11,5.41E+11,5.95E+11,5.36E+11,5.23E+11,5.14E+11,4.82E+11,4.64E+11,4.69E+11,5.14E+11,5.25E+11,6.36E+11,6.72E+11,7.23E+11,8.02E+11,8.40E+11,8.88E+11,9.83E+11,1.05E+12,9.48E+11,1.01E+12,1.14E+12,1.11E+12,1.12E+12,1.23E+12,1.48E+12,1.78E+12,2.10E+12,2.46E+12,2.87E+12,2.52E+12,3.12E+12,3.61E+12,3.74E+12,3.68E+12,3.67E+12,3.28E+12,3.33E+12,3.68E+12,3.85E+12,3.81E+12,3.41E+12,4.27E+12,4.92E+12,5.03E+12,5.12E+12,
East Asia & Pacific,EAS,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,1.48E+11,99225713957,89947488330,1.03E+11,1.25E+11,1.45E+11,1.69E+11,1.53E+11,1.45E+11,1.81E+11,2.26E+11,2.54E+11,2.97E+11,3.74E+11,4.15E+11,4.77E+11,4.92E+11,5.86E+11,5.97E+11,7.28E+11,8.33E+11,8.59E+11,8.78E+11,9.57E+11,1.03E+12,1.09E+12,1.11E+12,1.20E+12,1.40E+12,1.57E+12,1.70E+12,1.88E+12,2.05E+12,2.23E+12,2.60E+12,2.95E+12,2.86E+12,2.71E+12,2.39E+12,2.64E+12,2.86E+12,2.60E+12,2.63E+12,2.91E+12,3.30E+12,3.58E+12,3.87E+12,4.38E+12,5.08E+12,5.15E+12,6.15E+12,7.13E+12,7.60E+12,7.73E+12,8.01E+12,7.83E+12,7.92E+12,8.58E+12,9.38E+12,9.38E+12,9.34E+12,1.11E+13,1.09E+13,1.07E+13,1.09E+13,
Europe & Central Asia (excluding high income),ECA,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,85797060577,98056132733,1.12E+11,1.22E+11,1.31E+11,1.23E+11,1.10E+11,90962749143,1.26E+11,1.28E+11,1.34E+11,1.29E+11,1.11E+11,1.09E+11,91911706684,1.05E+11,1.34E+11,1.74E+11,2.23E+11,2.71E+11,3.45E+11,4.21E+11,3.28E+11,3.95E+11,4.71E+11,4.93E+11,5.38E+11,5.20E+11,4.33E+11,4.18E+11,4.41E+11,4.42E+11,4.30E+11,4.09E+11,5.12E+11,5.62E+11,6.08E+11,6.53E+11,
Europe & Central Asia,ECS,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75E+12,2.84E+12,2.52E+12,2.61E+12,2.95E+12,2.96E+12,2.78E+12,2.77E+12,2.69E+12,2.55E+12,2.53E+12,2.72E+12,3.26E+12,3.81E+12,4.08E+12,4.48E+12,5.22E+12,5.77E+12,4.74E+12,4.94E+12,5.54E+12,5.30E+12,5.46E+12,5.48E+12,4.72E+12,4.66E+12,5.01E+12,5.41E+12,5.30E+12,5.04E+12,5.93E+12,6.24E+12,6.60E+12,6.72E+12,
Ecuador,ECU,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,455711926.8,380028533.3,329349056.2,404263899.4,533269622.1,568680397.9,615152658.1,628999290.7,646656748.6,798596527.7,786082533.5,780994096.2,861834818.9,948904525.3,1746335495,1980838822,2453094032,3078068395,3229314842,4067917532,4792907803,6157632506,5898512387,4755900076,4993726995,5058160859,4159918601,3792628669,3799872139,4021983530,4591564359,5171344672,5901417709,5413193597,6415214607,6631212606,6757943972,7286468234,7223893947,5653973987,6084947474,6582841000,7570028000,8529944000,10440137000,12939368000,15897346000,17664010000,23795568000,18684503000,23107509000,29545509000,32542465000,35569069000,36682574000,27306206000,26892817000,29739813000,30109961000,28674787000,22989628000,29312930000,34356347000,33406817000,33054938600,
"Egypt, Arab Rep.",EGY,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,906840645.3,991264695.2,999038292.8,1048799056,1179208939,1191131498,1266350097,1334586466,1348364486,1573607748,1722682743,1904616169,2014994829,2069732188,2148140453,2955501973,3165839126,3557270654,3875985446,6258428571,7235291585,6924459459,8309113300,8852153667,9772092023,11557952047,11504209542,10494893951,9601930551,10571044713,11778824406,12013958691,13147473896,14507803121,15830367734,18195222648,19963443396,22746312684,24299291617,25762606901,30702216351,29874447439,27743573034,26792730769,27312240260,30617815518,38839617391,45738528897,58960618182,67745735027,78362250454,84842340792,1.10E+11,1.15E+11,1.22E+11,1.21E+11,1.08E+11,85426530571,92772235791,1.14E+11,1.24E+11,1.32E+11,1.56E+11,1.30E+11,1.27E+11,
Euro area,EMU,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75E+12,1.89E+12,1.67E+12,1.74E+12,1.99E+12,1.97E+12,1.78E+12,1.82E+12,1.79E+12,1.63E+12,1.63E+12,1.75E+12,2.13E+12,2.43E+12,2.50E+12,2.68E+12,3.08E+12,3.33E+12,2.85E+12,2.81E+12,3.03E+12,2.78E+12,2.87E+12,2.92E+12,2.56E+12,2.63E+12,2.78E+12,3.00E+12,2.93E+12,2.86E+12,3.25E+12,3.23E+12,3.60E+12,3.58E+12,
Eritrea,ERI,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51338555.19,63680868.97,68051948.05,87187500,131121493.9,144029778.2,143739481.4,143806301.6,135345454.5,139440885.4,139839007.8,171409330.1,217515865.8,224763915.6,219861092.7,252987948,357671544.7,405118699.2,,,,,,,,,,,,,,,,
Spain,ESP,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74E+11,1.81E+11,1.66E+11,1.73E+11,1.77E+11,1.68E+11,1.76E+11,1.97E+11,2.49E+11,2.89E+11,3.13E+11,3.39E+11,3.88E+11,4.28E+11,3.71E+11,3.28E+11,3.26E+11,2.77E+11,2.73E+11,2.74E+11,2.40E+11,2.46E+11,2.63E+11,2.83E+11,2.80E+11,2.59E+11,2.97E+11,3.07E+11,3.23E+11,3.36E+11,
Estonia,EST,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232978757,1271095071,1345862263,1431971298,1372632027,1414974661,1586220571,1878115287,2578364950,3088914286,3704488248,4587246268,6026148371,6361281676,4570036121,4692590806,5906767684,5723763083,6280807004,6522050084,5388646703,5706519453,6367658072,7271332955,7112112238,6927925394,8493350420,8826825332,8852077017,8689987925,
Ethiopia,ETH,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,640244541.1,680842560.4,726855893.7,821164541.1,869777729.5,955727053.1,1158515700,1120993237,1184137391,1132761304,979779903.4,639444638.7,658300184.9,566945895.9,711693101.1,836304021.7,1048073159,904596079.9,939100573.8,940490592.8,981826761,1000215084,1112413251,1285195847,1461949686,1771405799,2284013589,2762680333,3141068231,2824291475,3088120223,4104183715,5214892788,7491703730,10121486938,15018512808,18008578129,22756003341,22795498352,22796608208,23832033485,27974431910,33266981204,37966610104,
European Union,EUU,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93E+12,2.07E+12,1.83E+12,1.92E+12,2.20E+12,2.19E+12,1.99E+12,2.04E+12,2.00E+12,1.83E+12,1.84E+12,1.98E+12,2.40E+12,2.75E+12,2.86E+12,3.08E+12,3.57E+12,3.90E+12,3.32E+12,3.31E+12,3.60E+12,3.30E+12,3.39E+12,3.46E+12,3.05E+12,3.11E+12,3.30E+12,3.57E+12,3.50E+12,3.41E+12,3.88E+12,3.89E+12,4.34E+12,4.34E+12,
Fragile and conflict affected situations,FCS,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,10458792630,10846516387,11221581821,12192914079,15256989773,18262671342,17613667677,17287529296,16616140051,16947962010,17279355334,22151067323,27915595834,32813077470,36175696273,41334162650,33877370975,29548712503,24051212657,29151963574,39573801743,38106393994,36838850074,40921228304,41168812629,39809548088,40085690765,42275655693,50687297173,58005652828,59932804781,65650240087,78631177500,84466957326,65048467809,65314083017,68889257422,60135818576,62967404357,63069246235,54347269921,56056894344,62117778851,66031890461,64475014918,65413571160,71297951372,70570054484,69241199096,68055754353,
Fiji,FJI,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,29593250.22,33119254.5,33371111.95,33844992.45,37548178.54,37902210.01,38540713.63,45626504.64,46533380.1,63500988.87,83855436.25,112958724.1,139922592.4,142584227.7,136684687.8,148918656.9,200899080.2,242430910.9,237062484.6,233324289,200050146.5,199796415.5,199063069.4,235111654.9,226781513.6,217262200.2,252692416.3,281947764.5,296874063.9,336509732.9,364195618.7,400982088.3,410200855.7,442172023.1,446291582.2,346483848.3,368394999,328718773.9,340809530.7,364833783,429175932.9,535160415.5,490304107.6,497189521.7,522991119.7,566742988,478757375.9,532967319.9,658121854.9,664240990.9,684524053.2,729185760.9,710391680.1,798827037.4,840176062.9,867203815.3,910621354.5,791080802.6,753344508.7,885751703.3,946347425.1,982586077.7,
France,FRA,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,18915301706,20733942742,22722516704,25106626490,28287919665,30616226614,32888464998,35072747481,37556903782,40339943608,42686311563,48458387593,58174252276,76324248674,81048690671,1.02E+11,1.03E+11,1.14E+11,1.40E+11,1.67E+11,1.92E+11,1.64E+11,1.52E+11,1.44E+11,1.34E+11,1.39E+11,1.93E+11,2.30E+11,2.50E+11,2.46E+11,3.05E+11,3.03E+11,3.31E+11,3.00E+11,3.05E+11,3.53E+11,3.43E+11,3.09E+11,3.18E+11,3.12E+11,2.88E+11,2.85E+11,3.04E+11,3.66E+11,4.15E+11,4.24E+11,4.41E+11,5.02E+11,5.45E+11,4.87E+11,4.66E+11,5.07E+11,4.69E+11,4.95E+11,4.96E+11,4.21E+11,4.19E+11,4.34E+11,4.65E+11,4.60E+11,4.31E+11,4.77E+11,4.41E+11,5.54E+11,5.44E+11,
Faroe Islands,FRO,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189424380,205784204.7,190359097.9,216008594.2,246988048,282633943.7,312515804.8,303339553.2,341832165.2,394547753.4,431334542,366526533.9,331947920.3,358391360.9,344515885.8,371596164.9,456572840.4,424322155.5,438892419.4,515743629.3,570374871.4,624324625.4,686715930.8,717292649.4,641026378.2,781847972.8,741680148.4,
"Micronesia, Fed. Sts.",FSM,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14872066.35,16231729.78,14262370.97,17513880.91,16953266.31,18726387.59,19504467.32,16032933.93,15936500.49,14248649.06,12702680.14,9830464.253,7678145.902,9440269.655,18730468.29,20981980.05,24967072.54,26887224.53,22832457.16,18763957.46,18789003.23,19652600,19491600,19076500,18982600,18173500,19589200,20875400,22331800,23539900,
Gabon,GAB,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,47982855.09,52915514.16,55938906.08,58908510.56,66331021.46,76715613.92,85884663.94,102845136.3,134106360.1,145021990.9,154122708.1,173956298.4,220610774.5,345911313.2,978377369.9,1343829513,1876539330,1636683948,1381750068,1871459775,2586147060,2255903736,2193810962,1927487445,2126068950,2221972613,1616749797,1603099459,1378487343,1746976495,2559273291,2410362803,2422613763,1981265106,2205168668,2596622432,3152560530,2857953629,1934225895,2276274239,2858036048,2396603671,2524504265,3063145171,4001704546,5742230399,6141442622,7127260098,9614061896,6110967875,7932588058,11086655783,10100457053,9960707759,9597539417,6930303038,6316058789,6788036206,7949079356,8045524848,6396850477,9735640676,11473287191,10444476520,11053867454,
United Kingdom,GBR,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02E+11,3.08E+11,3.13E+11,2.75E+11,3.02E+11,3.30E+11,3.50E+11,3.72E+11,3.83E+11,3.82E+11,3.79E+11,3.61E+11,3.80E+11,4.30E+11,4.91E+11,5.17E+11,5.49E+11,6.12E+11,5.91E+11,4.55E+11,4.63E+11,4.90E+11,4.97E+11,5.20E+11,5.66E+11,5.34E+11,4.78E+11,4.81E+11,5.22E+11,5.14E+11,4.77E+11,5.42E+11,5.35E+11,6.05E+11,6.31E+11,
Georgia,GEO,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575079600,3070562956,3225142129,2429430585,2185430464,873114024.2,,,,713071375.1,780038535.6,787729607.6,594462778,641993422.7,661161968.3,772108804.8,961340386.4,1239096411,1523108114,1681838070,2126199946,2423879388,2037788980,2097402406,2736037047,3184042893,3159085941,3264656473,3009728194,2953331376,3503420186,3742397475,3528967615,3373643085,3971891676,5329153522,5810841091,6695567758,
Ghana,GHA,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,382397947,390802297.5,357801725.2,339265113.6,375544909,403980424.3,441847448,374434936.7,559098874.5,524844720.5,590425531.9,531355932.2,505142857.1,440488656.2,493732193.7,527593361,386860465.1,252147525.7,268937389.8,466911285.1,751168592.4,983849259.8,828163265.3,861056170.9,878310172.3,987769806.2,1120180616,1114803708,1481401551,1356102461,1569875077,1634698282,1768882205,1890459670,1961386573,1265839510,1340197262,1558548088,1924203128,2195198417,2699619646,4047957780,4839545195,5563675465,4822684020,5800389235,9387168763,11199709020,21423994881,18535040415,15384427346,15548150571,18086769289,20969948945,21262947506,20916190961,22586021518,23262347644,23734523610,25943326906,
